sentence	label
<U+2022>Second-orthird-degree AV block.	0
"AFCAPS/TexCAPS enrolled 6,605 participants (5,608 men, 997 women) based on the following lipid entry criteria: total<U+2011>C range of 180-264mg/dL, LDL<U+2011>C range of 130-190mg/dL, HDL<U+2011>C of <U+2264>45mg/dL for men and <U+2264>47mg/dL for women, and TG of <U+2264>400mg/dL."	0
Monitor blood pressure and for symptoms of hypotension.	0
"The sympatholytic action of clonidine may worsen sinus node dysfunction and atrioventricular (AV) block, especially in patients taking other sympatholytic drugs."	0
"In two similarly sized US postmarketing quinapril trials that, combined, enrolled over 3,000 black patients and over 19,000 non-blacks, angioedema was reported in 0.30% and 0.55% of blacks (in Study 1 and 2, respectively) and 0.39% and 0.17% of non-blacks."	0
"The blister pack should then be peeled open with dry hands and the orally disintegrating tablet placed on the tongue, where it will dissolve and be swallowed with the saliva."	0
Thioridazine hydrochloride should be used during pregnancy only if the potential benefit justifies the potential risk to the fetus.	0
"Nonsteroidal Anti-Inflammatory Drugs ( NSAIDs ) including selective Cyclooxygenase-2 inhibitors ( COX-2 inhibitors ) : In patients who are elderly , volume-depleted ( including those on diuretic therapy ) , or with compromised renal function , coadministration of NSAIDs , including selective COX-2 inhibitors with agents that affect the RAAS , including aliskiren , may result in deterioration of renal function , including possible acute renal failure ."	0
Dosage may be slowly increased to a total daily dose of 20 mg given in divided doses.	0
Coadministration of methylphenidate with STRATTERA did not increase cardiovascular effects beyond those seen with methylphenidate alone.	0
A causal relationship has not been established.	0
The risk of such events may be increased when certain drugs are given together with thioridazine.	0
Patients randomized to paroxetine were significantly less likely to relapse than comparably treated patients who were randomized to placebo.	0
Adults and children 12 years and older: The recommended dose of PRIFTIN should be determined based on weight of the patient up to a maximum of 900 mg once-weekly.	0
Cumulative effects of the thiazides may develop in patients with impaired renal function.	0
Systemic exposure of abiraterone is increased when abiraterone acetate is administered with food.	1
"Metabolism Following oral administration of 14C-abiraterone acetate as capsules, abiraterone acetate is hydrolyzed to abiraterone (active metabolite)."	0
"However, monitor response carefully when combining nicardipine hydrochloride injection with a beta-blocker in the treatment of congestive heart failure patients."	0
"Treatment of gout flares: Co-administration of colchicine in patients on CRIXIVAN: 0.6 mg (1 tablet) x 1 dose, followed by 0.3 mg (half tablet) 1 hour later."	0
INTEGRILIN should be given concomitantly with heparin to achieve a target ACT of 200 to 300 seconds .	0
"In this study, there was a slight potentiation of the propranolol-induced reduction in heart rate and reduction in the exercise diastolic pressure."	0
Avoid concomitant use.	0
"If surgery cannot be delayed, there is an increased risk of bleeding."	0
Patients were randomized to receive once daily losartan potassium tablets 50mg or atenolol 50mg.	0
"Always practice safe sex by using a latex or polyurethane condom to lower the chance of sexual contact with semen, vaginal secretions, or blood."	0
Monitor renal function periodically in patients treated with Lotensin.	0
Removal of angiotensin II negative feedback on renin secretion leads to increased plasma renin activity.	0
The thiazides may decrease arterial responsiveness to norepinephrine.	0
<U+2022>Add the paste to a preparation vessel of suitable size.	0
"Risperidone acts as an antagonist at other receptors, but with lower potency."	0
"XARELTO should not be used in patients with CrCl 15 to 80 mL/min who are receiving concomitant combined P-gp and moderate CYP3A4 inhibitors ( e.g. , erythromycin ) unless the potential benefit justifies the potential risk see Warnings and Precautions ( 5.4 ) and Clinical Pharmacology ( 12.3 ) ."	0
The recommended starting dose for pediatric patients 6 years of age and older is 0.8 g to 1.6 g taken three times per day with meals based on the patient's body surface area (BSA) category; see Table 2.	0
"Published observational studies suggest that PPI therapy like ACIPHEX may be associated with an increased risk of Clostridium difficile-associated diarrhea, especially in hospitalized patients."	0
"Because many drugs are excreted in human milk, caution should be exercised when dopamine HCl is administered to a nursing mother."	0
"Management of respiratory depression may include close observation, supportive measures, and use of opioid antagonists, depending on the patient's clinical status."	0
Opioid withdrawal symptoms were reported following fluvoxamine maleate discontinuation in another patient.	0
"In patients taking clarithromycin, itraconazole, or in patients with HIV taking a combination of saquinavir plus ritonavir, darunavir plus ritonavir, fosamprenavir, or fosamprenavir plus ritonavir, limit therapy with atorvastatin to 20 mg, and make appropriate clinical assessment to ensure that the lowest dose necessary of atorvastatin is employed."	1
"Altered anticoagulant effects, including increased bleeding, have been reported when SSRIs or SNRIs are coadministered with warfarin."	0
Doses above 200 mg/day have not been studied.	0
There were no clinically significant increases in INR.	0
Both 5-mg and 10-mg doses of Zaleplon were superior to placebo in reducing latency to persistent sleep (LPS).	0
Serious hypersensitivity/allergic reactions following administration of NATRECOR<U+00AE> have been reported.	0
"Pancreatitis should be considered if clinical symptoms (nausea, vomiting, abdominal pain) or abnormalities in laboratory values (such as increased serum lipase or amylase values) suggestive of pancreatitis should occur."	0
"Serotonergic Drugs Based on the mechanism of action of BRINTELLIX and the potential for serotonin toxicity, serotonin syndrome may occur when BRINTELLIX is coadministered with other drugs that may affect the serotonergic neurotransmitter systems (e.g., SSRIs, SNRIs, triptans, buspirone, tramadol, and tryptophan products etc."	0
"In the rat, however, this multiple of the human dose was embryocidal and retarded fetal growth and development, probably because of adverse maternal effects reflected in reduced weight gains of the dams."	0
"The following dose adjustments are recommended for use of tadalafil (Adcirca<U+00AE>) with INVIRASE/ritonavir: Coadministration of Adcirca in patients on INVIRASE/ritonavir: In patients receiving INVIRASE/ritonavir for at least one week, start Adcirca at 20 mg once daily."	0
"Total plasma clearance (Cl) is 0.4 L/hrkg, and the apparent volume of distribution (Vd) using a non-compartment model is 8.3 L/kg."	0
Coadministration of Effient and NSAIDs (used chronically) may increase the risk of bleeding.	0
The dose of THIOLA<U+00AE> should not be arbitrary but should be based on that amount required to reduce urinary cystine concentration to below its solubility limit (generally <250 mg/liter).	0
Savella should be tapered and not abruptly discontinued after extended use.	0
Losartan metabolites have been identified in human plasma and urine.	0
"For example, 1 patient-year is equal to 2 patients each treated for 6 months, 3 patients each treated for 4 months, etc."	0
"Interaction with Combined P-gp and Strong CYP3A4 Inhibitors Avoid concomitant administration of XARELTO with known combined P-gp and strong CYP3A4 inhibitors (e.g., ketoconazole and ritonavir) [see Warnings and Precautions (5.6) and Clinical Pharmacology (12.3)]."	0
Fluoxetine can increase the level of pimozide through inhibition of CYP2D6.	1
"DIFLUCAN Powder for Oral Suspension contains sucrose and should not be used in patients with hereditary fructose, glucose/galactose malabsorption, and sucrase-isomaltase deficiency."	0
"Patients who develop complaints consistent with active tuberculosis while on prophylaxis with MYCOBUTIN should be evaluated immediately, so that those with active disease may be given an effective combination regimen of anti-tuberculosis medications."	0
The bioavailability of amlodipine from CADUET was not affected by food.	0
"In these trials, patients were carefully monitored and some interacting medicinal products were excluded."	0
Maintenance dose can be calculated as a percentage of the loading dose.	0
"In studies of ACE inhibitors in patients with unilateral or bilateral renal artery stenosis, increases in serum creatinine or blood urea nitrogen (BUN) have been reported."	0
"Topic: Antidepressants, Tricyclic Micromedex Inc. Vol."	0
"Tipranavir/ ritonavir 500/200 BID <U+00D7> 15 doses 150 mg single dose Healthy subjects (20) <U+2191> AUC by 190%,<U+2191> Cmax by 70% <U+2194> Reduce rifabutin dose by at least 75% (to a maximum 150 mg every other day or three times per week) when given with tipranavir/ritonavir combination."	1
Dosages over 200 mg/day are not recommended.	0
"Monitor closely plasma concentrations of cyclosporine during nicardipine hydrochloride injection administration, and adjust the dose of cyclosporine accordingly."	0
"Patients whose renal function may depend in part on the activity of the RAAS ( e.g. , patients with renal artery stenosis , severe heart failure , post-myocardial infarction or volume depletion ) or patients receiving ARB , ACEI or nonsteroidal anti-inflammatory drug ( NSAID ) , including selective Cyclooxygenase-2 inhibitors ( COX-2 inhibitors ) , therapy may be at particular risk for developing acute renal failure on Tekturna see Warnings and Precautions ( 5.2 Drug Interactions ( 7 ) , and Use in Specific Populations ( 8.7 ) and Clinical Studies ( 14.3 ) ."	0
"In those patients who discontinued protease inhibitor therapy, hyperglycemia persisted in some cases."	0
No effect of gender on the blood levels of terbinafine was detected in clinical trials.	0
Thalitone<U+00AE> (chlorthalidone USP) should be used with caution in severe renal disease.	0
Published studies have reported a range of lidocaine milk: plasma ratios between 0.4-1.1.	0
"Furthermore, some evidence suggests that pimozide is metabolized partly by the enzyme system cytochrome P450 3A4 (CYP 3A4)."	0
"Prescriptions for PRISTIQ should be written for the smallest quantity of tablets consistent with good patient management, in order to reduce the risk of overdose."	0
"<U+2022>LEXIVA 1,400mg once daily plus ritonavir 100mg once daily. oDosing of LEXIVA 1,400mg once daily plus ritonavir 100mg once daily is supported by pharmacokinetic data."	0
Plasma concentrations achieved are proportional to the oral dose administered.	0
"Renal insufficiency The disposition of desvenlafaxine after administration of 100 mg was studied in subjects with mild (n = 9), moderate (n = 8), severe (n = 7) and end-stage renal disease (ESRD) (n = 9) requiring dialysis and in healthy, age-matched control subjects (n = 8)."	0
"Since sleep disturbances may be the presenting manifestation of a physical and/or psychiatric disorder, symptomatic treatment of insomnia should be initiated only after a careful evaluation of the patient."	0
"Positive test results were obtained in the in vitro CHO sister chromatid exchange (clastogenicity) test and in the mouse lymphoma cell (mutagenicity) assays, using concentrations of hydrochlorothiazide of 43 to 1300 <U+00B5>g/mL."	0
Asymptomatic bradycardia (36 beats/min) with a wandering atrial pacemaker has been observed in a patient receiving concomitant timolol (a beta-adrenergic blocker) eyedrops and oral verapamil.	0
Focalin XR should be given cautiously to patients with a history of drug dependence or alcoholism.	0
"In addition , nephrotoxicity of nephrotoxic drugs such as cisplatin may be enhanced if LASIX is not given in lower doses and with positive fluid balance when used to achieve forced diuresis during cisplatin treatment ."	0
"Vasoconstrictive and positive inotropic agents : Because of the risk of reducing cardiac contractility in presence of high systemic vascular resistance , do not use BREVIBLOC to control tachycardia in patients receiving drugs that are vasoconstrictive and have positive inotropic effects , such as epinephrine , norepinephrine , and dopamine ."	0
Administration of nicardipine to normotensive volunteers at dosages of 0.25 to 3 mg/hr for eight hours produced changes of less than 5 mmHg in systolic blood pressure and less than 3 mmHg in diastolic blood pressure.	0
"<U+2022>Discontinuation: Gradual dose reduction is recommended ( 2.7 , see Warnings and Precautions [5.10])."	0
Trandolapril is an effective antihypertensive in all races studied.	0
The use of REYATAZ in treatment-experienced adult patients without ritonavir is not recommended.	0
There are no adequate and well controlled studies in pregnant women.	0
"Digitalis glycosides, clonidine, diltiazem and verapamil slow atrioventricular conduction and decrease heart rate."	0
"In most cases, these effects appear to be reversible upon drug discontinuation and with appropriate medical treatment."	0
"Decreases in hemoglobin have been observed within the first few weeks; measure hemoglobin at initiation, at 1 month, and periodically thereafter (5.6)."	0
"ACE is a peptidyl dipeptidase that catalyzes the conversion of angiotensin I to the vasoconstrictor substance, angiotensin II."	0
"No treatment-related external, visceral, or skeletal changes were observed in rabbits or dogs."	0
"Impact of other drugs on amlodipine Co-administered cimetidine, magnesium-and aluminum hydroxide antacids, sildenafil, and grapefruit juice have no impact on the exposure to amlodipine."	0
Use an alternative combination where possible in patients with known or suspected integrase inhibitor resistance.	0
"Such reactions may occur several months after therapy is started, but laboratory abnormalities may continue to worsen for several weeks after drug is stopped."	0
"<U+2022> Hyponatremia: May occur with SSRIs and SNRIs, including LUVOX CR Capsules."	0
"No overall differences in effectiveness or safety were observed between these patients and younger patients, but greater sensitivity of some older individuals cannot be ruled out."	0
"Following a single oral dose of TARKA in healthy subjects, peak plasma concentrations are reached within 0.5-2 hours for trandolapril and within 4-15 hours for verapamil."	0
"In addition, in patients with severe hepatic cirrhosis, the bupropion Cmax and AUC were substantially increased (mean difference: by approximately 70% and 3-fold, respectively) and more variable when compared to values in healthy volunteers; the mean bupropion half-life was also longer (29 hours in patients with severe hepatic cirrhosis vs. 19 hours in healthy subjects)."	0
"Efavirenz: In a study of healthy volunteers, efavirenz 600 mg once daily for 2 weeks reduced the AUC and Cmax of bupropion by approximately 55% and 34%, respectively."	1
The median time to onset of rash in clinical studies was 7.3 weeks and the median duration of rash was 1.4 weeks.	0
Distribution: The degree of plasma protein binding for quazepam and its two major metabolites is greater than 95%.	0
Accurate phenotyping (red blood cell TPMT activity) results are not possible in patients who have received recent blood transfusions.	0
"A third (24month) rat study, employing doses of 500 and 1,500mg/kg/day (250 and 750 times the maximum recommended human antihypertensive dose) resulted in increased incidences of benign adrenal medullary tumors in males and females, mammary fibroadenomas in females, and anterior pituitary adenomas and thyroid parafollicular cell carcinomas in males."	0
Caution should be exercised in treating patients whose underlying medical conditions might be compromised by increases in blood pressure or heart rate.	0
Prolonged use of Meperidine Hydrochloride Injection during pregnancy can result in withdrawal in the neonate.	0
"Because GILENYA reduces blood lymphocyte counts via redistribution in secondary lymphoid organs, peripheral blood lymphocyte counts cannot be utilized to evaluate the lymphocyte subset status of a patient treated with GILENYA."	0
"Metabolism and Elimination Although in vitro studies suggested a role for CYP2D6 and CYP3A4 in the metabolism of paliperidone, in vivo results indicate that these isozymes play a limited role in the overall elimination of paliperidone."	0
"Blockade of the renin-angiotensin system with ACE inhibitors, which inhibit the biosynthesis of angiotensin II from angiotensin I, is a mechanism of many drugs used to treat hypertension."	0
"Tell patients that inadequate fluid intake, excessive perspiration, diarrhea, or vomiting can lead to an excessive fall in blood pressure because of reduction in fluid volume, with the same consequences of lightheadedness and possible syncope."	0
"Although there was a reproducible dose-dependent increase in the number of revertant colonies with strains TA100 and TA98, both with and without metabolic activation, the small increase was considered inconclusive evidence of mutagenicity."	0
Hypertension does not significantly alter the pharmacokinetics of nisoldipine.	0
Mean (%CV) Cmax and Cmin values for perphenazine and 7-hydroxyperphenazine at steady-state are listed below: Parameter Perphenazine 7-Hydroxyperphenazine Cmax (pg/mL) 984 (43) 509 (25) Cmin (pg/mL) 442 (76) 350 (56) Peak 7-hydroxyperphenazine concentrations were observed between 2 to 4 hours with a terminal phase half-life ranging between 9.9 to 18.8 hours.	0
"However, in clinical studies the consequences of concomitant irbesartan on the pharmacodynamics of warfarin were negligible."	0
"Participants were treated with standard care, including diet, and either MEVACOR 20-40mg daily (n=3,304) or placebo (n=3,301)."	0
These effects resulted largely from higher plasma concentrations of triazolam in the elderly.	0
A significant increase in time to termination of exercise and a significant decrease in overall angina frequency was observed.	0
Levodopa and Dopamine Agonists Risperidone may antagonize the effects of levodopa and dopamine agonists.	0
Phenotyping and genotyping methods are commercially available.	0
Gemfibrozil Other fibrates Niacin (nicotinic acid) (<U+2265>1 g/day) Cyclosporine: The risk of myopathy/rhabdomyolysis is increased by concomitant administration of cyclosporine.	0
"CYP2C9 and VKORC1 genotype information, when available, can assist in selection of the initial dose of warfarin."	0
Impaired Renal Function: Renal impairment results in increased digoxin exposure and requires dosage adjustments.	0
"In one of the studies, nicardipine capsules improved forced expiratory volume 1 second (FEV1) and forced vital capacity (FVC) in comparison with metoprolol."	0
Dose adjustment in adolescents (up to the adult maximum dose of 300 mg) may be indicated to achieve therapeutic benefit.	0
"Known hypersensitivity to any of the components of NEXTERONE , including iodine ."	0
"The initial rapid decline, which represents distribution of the drug into a large peripheral compartment and subsequent binding to both plasma and tissue ACE, has a half-life of 2<U+2013>4 hours."	0
This may occur within the recommended dosage range.	0
Resulting oligohydramnios can be associated with fetal lung hypoplasia and skeletal deformations.	0
"There was no clear finding, however, of greater average benefits for the higher doses compared to the lower doses."	0
The more prolonged effect of even small multiple doses presumably reflects saturation of ACE binding sites by ramiprilat and relatively slow release from those sites.	0
A history of thrombocytopenia following prior exposure to AGGRASTAT.	0
"Patients receiving immunosuppressants, including IMURAN, are at increased risk of developing lymphoma and other malignancies, particularly of the skin."	0
"ACCUPRIL is contraindicated in combination with a neprilysin inhibitor (e.g., sacubitril)."	0
"In a multi-center, open-label, single-arm trial, 33 patients with metastatic CRPC received ZYTIGA orally at a dose of 1,000 mg once daily at least 1 hour before or 2 hours after a meal in combination with prednisone 5 mg orally twice daily."	0
"Patients receiving azathioprine with ribavirin should have complete blood counts, including platelet counts, monitored weekly for the first month, twice monthly for the second and third months of treatment, then monthly or more frequently if dosage or other therapy changes are necessary."	0
"Antihypertensive agents clonidine, guanfacine, or moxonidine: Beta blockers also increase the risk of clonidine-, guanfacine-, or moxonidine-withdrawal rebound hypertension."	0
The remaining oxidative metabolites do not add appreciably to irbesartan's pharmacologic activity.	0
"Altered anticoagulant effects, including increased bleeding, have been reported when SSRIs and SNRIs are co-administered with warfarin."	0
Half of the celecoxib dose may be necessary when combined with fluconazole.	1
Resulting oligohydramnios can be associated with fetal lung hypoplasia and skeletal deformations.	0
Concomitant use of Savella with drugs that increase blood pressure and heart rate has not been evaluated and such combinations should be used with caution.	0
"The recommended dose of MAXALT is 5 mg in patients weighing less than 40 kg (88 lb), and 10 mg in patients weighing 40 kg (88 lb) or more."	0
"In patients with severe congestive heart failure whose renal function may depend on the activity of the renin-angiotensin-aldosterone system, treatment with ACE inhibitors, including ALTACE, may be associated with oliguria or progressive azotemia and rarely with acute renal failure or death."	0
"Premenstrual Dysphoric Disorder (PMDD) <U+2013> The effectiveness of sertraline hydrochloride for the treatment of PMDD was established in two double-blind, parallel group, placebo-controlled flexible dose trials (Studies 1 and 2) conducted over 3 menstrual cycles."	0
Avoid concomitant use with other glycoprotein (GP) IIb/IIIa inhibitors.	0
No reports involved the administration of methylene blue by other routes (such as oral tablets or local tissue injection) or at lower doses.	0
Maintain the serum calcium-phosphorus (Ca <U+00D7> P) product below 55 mg 2/dL 2.	0
"Mutagenesis: Paroxetine produced no genotoxic effects in a battery of 5 in vitro and 2 in vivo assays that included the following: bacterial mutation assay, mouse lymphoma mutation assay, unscheduled DNA synthesis assay, and tests for cytogenetic aberrations in vivo in mouse bone marrow and in vitro in human lymphocytes and in a dominant lethal test in rats."	0
"Saquinavir/ ritonavir 1000/100 mg BID <U+00D7> 14 or 22 days 150 mg every 3 days <U+00D7> 21<U+2013>22 days Healthy subjects <U+2191> AUC by 53% compared to rifabutin 150 mg QD alone <U+2191> Cmax by 88%(n=11) <U+2193> AUC by 13%,<U+2193> Cmax by 15%,(n=19) Reduce rifabutin dose by at least 75% (to a maximum 150 mg every other day or three times per week) when given with saquinavir/ritonavir combination."	1
Information is not available regarding tipranavir or telaprevir exposure with concomitant use.	0
Dose adjustment of quetiapine will be necessary if it is co-administered with potent CYP3A4 inducers or inhibitors.	0
Nebivolol lacks intrinsic sympathomimetic and membrane stabilizing activity at therapeutically relevant concentrations.	0
"Do not share personal items that can have blood or body fluids on them, like toothbrushes and razor blades."	0
Results of in vitro studies demonstrate that duloxetine does not inhibit activity.	0
"In some cases therapy with SURMONTIL must be discontinued until the episode is relieved, after which therapy may be reinstituted at lower dosages if still required."	0
The possibility of suicide is inherent in any severely depressed patient and persists until a significant remission occurs.	0
"Dietary administration of nisoldipine to male and female rats for up to 24 months (mean doses up to 82 and 111 mg/kg/day, 16 and 19 times the maximum recommended human dose [MRHD] on a mg/m2 basis, respectively and female mice for up to 21 months (mean doses of up to 217 mg/kg/day, 20 times the MRHD on a mg/m2 basis) revealed no evidence of tumorigenic effect of nisoldipine."	0
There is no evidence of carcinogenicity with nefazodone.	0
Effects on electrolytes increase with single doses of amiloride HCl up to approximately 15 mg. Amiloride HCl is not metabolized by the liver but is excreted unchanged by the kidneys.	0
"The CYP2D6 metabolic pathway is not involved, and after administration of 100 mg, the pharmacokinetics of desvenlafaxine was similar in subjects with CYP2D6 poor and extensive metabolizer phenotype."	0
"In a study in normal volunteers, Lexapro 10 mg/day did not produce impairment of intellectual function or psychomotor performance."	0
"When serum creatinine is the only measure of renal function available, the following formula (based on sex, weight, and age of the patient) should be used to estimate the creatinine clearance in adults: Males: Weight (kg) <U+00D7> (140 <U+2013> age) 72 <U+00D7> serum creatinine (mg/100 mL) Females: 0.85 <U+00D7> above value Although the pharmacokinetics of fluconazole has not been studied in children with renal insufficiency, dosage reduction in children with renal insufficiency should parallel that recommended for adults."	0
The precise mechanism of action has not been clearly established.	0
"Thus, co-administration of NORVIR with drugs highly dependent on CYP3A for clearance and for which elevated plasma concentrations are associated with serious and/or life-threatening events is contraindicated."	0
Marplan should be discontinued at least 10days before elective surgery.	0
"Non-Steroidal Anti-Inflammatory Drugs (NSAIDs) Including Selective Cyclooxygenase-2 Inhibitors (COX-2 Inhibitors): In patients who are elderly, volume-depleted (including those on diuretic therapy), or with compromised renal function, co-administration of NSAIDs, including selective COX-2 inhibitors, with angiotensin II receptor antagonists (including losartan) may result in deterioration of renal function, including possible acute renal failure."	0
"Carcinogenesis, Mutagenesis and Impairment of Fertility No long-term studies in animals have been performed to evaluate the carcinogenic potential of isosorbide dinitrate."	0
LUVOX CR should also not be started in a patient who is being treated with MAOIs such as linezolid or intravenous methylene blue.	0
Concomitant use can increase the risk of bradycardia.	0
"If concomitant treatment with sumatriptan and an SSRI (e.g., fluoxetine, fluvoxamine, paroxetine, sertraline, citalopram, escitalopram) is clinically warranted, appropriate observation of the patient is advised."	0
"These conditions should be corrected prior to administration of losartan potassium tablets, or a lower starting dose should be used."	0
Calcium channel blockers may also have an additive effect when given with TENORETIC.	0
"These doses represent 7.5 times and 10 times the MRHD of 300 mg/kg (or 6 mg/kg/day based on a 50 kg patient) for male and female mice, respectively when based on body-weight and 0.7 times and 0.9 times the MRHD when based on body-surface area."	0
"Several cases of hepatocellular injury related to verapamil have been proven by rechallenge; half of these had clinical symptoms (malaise, fever, and/or right upper quadrant pain), in addition to elevation of SGOT, SGPT, and alkaline phosphatase."	0
Interference with adequate oral electrolyte intake will also contribute to hypokalemia.	0
"At recommended doses TENORMIN does not potentiate insulin-induced hypoglycemia and, unlike nonselective beta blockers, does not delay recovery of blood glucose to normal levels."	0
"In hypertensive patients, chronic oral doses of irbesartan (up to 300 mg) had no effect on glomerular filtration rate, renal plasma flow, or filtration fraction."	0
"Although patients have rarely experienced excessive hypotension on PROCARDIA alone, this may be more common in patients on concomitant beta blocker therapy."	0
"CNS-Active Drugs Ethanol: Zaleplon 10 mg potentiated the CNS-impairing effects of ethanol 0.75 g/kg on balance testing and reaction time for 1 hour after ethanol administration and on the digit symbol substitution test (DSST), symbol copying test, and the variability component of the divided attention test for 2.5 hours after ethanol administration."	0
The antihypertensive effects of thiazides may be enhanced in the post-sympathectomy patient.	0
The usual dosage is a bolus dose of 1 mg/kg followed by an infusion rate of 20 mcg to 50 mcg/kg/min.	0
"Because animal reproduction studies are not always predictive of human response, pimozide should be given to a pregnant woman only if the potential benefits of treatment clearly outweigh the potential risks."	0
<U+2022> Lopinavir/Ritonavir or atazanavir/ritonavir: Combination increases rosuvastatin exposure.	1
"Patients should be advised to report promptly any unexplained and/or persistent muscle pain, tenderness, or weakness."	0
"In addition, certain drugs inhibit the activity of this isozyme and make normal metabolizers resemble poor metabolizers."	0
Stimulant:methamphetamine <U+2191> methamphetamine Use with caution.	0
The reduced ammonia levels and decreased pH enhance the effectiveness of antimicrobial agents and allow an increased cure rate of these infections.	0
Doses should be individualized according to the recommended goal of therapy : Highlights of the Report of the Expert Panel on Blood Cholesterol Levels in Children and Adolescents.	0
Indication Dose Frequency Short-Term Treatment of Erosive Esophagitis Associated With GERD (2.1) Adults 40 mg Once Daily for up to 8 wks Children (5 years and older) <U+2265> 15 kg to < 40 kg 20 mg Once Daily for up to 8 wks <U+2265> 40 kg 40 mg Maintenance of Healing of Erosive Esophagitis (2.1) Adults 40 mg Once DailyControlled studies did not extend beyond 12 months Pathological Hypersecretory Conditions Including Zollinger-Ellison Syndrome (2.1) Adults 40 mg Twice Daily See full prescribing information for administration instructions PROTONIX is supplied as delayed-release granules in packets for preparation of oral suspensions or as delayed-release tablets.	0
"Nevertheless, prescribers are advised to limit the daily dose to a maximum of 250 mg in adults and 3 mg/kg (or 200 mg) in children and adolescents."	0
Protease Inhibitors (co-administered with 100 mg of ritonavir): Atazanavir <U+2193> Atazanavir<U+2191> Tipranavir Virus Integrase Strand Transfer Inhibitors: Raltegravir <U+2193> Raltegravir APTIVUS/ritonavir reduces plasma concentrations of raltegravir.	1
"At least 14 days should elapse between the discontinuation of an MAO inhibitor and the start of a serotonin re-uptake inhibitor or vice-versa, with the exception of fluoxetine."	0
"Because of the risk of unrecognized hypoglycemia resulting from a drug-device interaction, EXTRANEAL is available only through a restricted program under a REMS."	0
Do not exceed 60 doses for total induction.	0
"To calculate the infusion flow rate to deliver a 0.01 mcg/kg/min dose, use the following formula : Infusion Flow Rate (mL/hr) = Patient Weight (kg) <U+00D7> 0.1 Table 2: NATRECOR<U+00AE> Weight-Adjusted Infusion Flow Rate for a 0.01 mcg/kg/min Dose Following Bolus (Final Concentration = 6 mcg/mL) Patient Weight (kg) Infusion Flow Rate (mL/hr) 60 6 70 7 80 8 90 9 100 10 110 11 The dose-limiting side effect of NATRECOR<U+00AE> is hypotension."	0
"Concomitant use of aspirin, nonsteroidal anti-inflammatory drugs, warfarin, and other anticoagulants may add to the risk."	0
"Nevertheless, a One Generation Study in the rat approximated triamterene and hydrochlorothiazide's composition by using a 1:1 ratio of triamterene to hydrochlorothiazide (30:30 mg/kg/day)."	0
"The drugs that inhibit cytochrome P450 2D6 include some that are not metabolized by the enzyme (quinidine; cimetidine) and many that are substrates for P450 2D6 (many other antidepressants, phenothiazines, and the Type 1C antiarrhythmics propafenone and flecainide)."	0
"WARNING : ( A ) BLEEDING RISK , ( B ) ASPIRIN DOSE AND BRILINTA EFFECTIVENESS ."	0
Use of ACCUPRIL with a thiazide diuretic gives a blood-pressure lowering effect greater than that seen with either agent alone.	0
There are other antiretroviral drugs which do not result in clinically relevant interactions with pantoprazole.	0
This pattern was demonstrated in both male and female patients.	0
"If concomitant use of PRISTIQ with other serotonergic drugs, including triptans, tricyclic antidepressants, fentanyl, lithium, tramadol, buspirone, amphetamines, tryptophan, and St. John's Wort is clinically warranted, patients should be made aware of a potential increased risk for serotonin syndrome, particularly during treatment initiation and dose increases."	0
"Patients and physicians should be aware, however, that oligohydramnios may not appear until after the fetus has sustained irreversible injury."	0
"When aliskiren was given with cyclosporine or itraconazole , the blood concentrations of aliskiren were significantly increased ."	1
"DIFLUCAN reduces the metabolism of tolbutamide, glyburide, and glipizide and increases the plasma concentration of these agents."	1
Antimycobacterial Agents Rifampin Rifampin should not be administered in patients taking INVIRASE/ritonavir as part of an ART regimen due to the risk of severe hepatocellular toxicity.	0
"MAO Inhibitors (MAOI) Clinical Impact MAOI antidepressants slow amphetamine metabolism, increasing amphetamines effect on the release of norepinephrine and other monoamines from adrenergic nerve endings causing headaches and other signs of hypertensive crisis."	1
"For patients with lesser degrees of impairment, the initial dosage should be 2 mg/day and dosage should not exceed 8 mg/day."	0
"Administer Lidocaine Hydrochloride and 5% Dextrose Injection, USP only with a calibrated infusion device."	0
R-norfluoxetine is significantly less potent than the parent drug in the inhibition of serotonin uptake.	0
"There was considerable variation in risk of suicidality among drugs, but a tendency toward an increase in the younger patients for almost all drugs studied."	0
Atropine Sulfate Injection decreased the rate of mexiletine absorption without altering the relative oral bioavailability; this delay in mexiletine absorption was reversed by the combination of atropine and intravenous metoclopramide during pretreatment for anesthesia.	1
"Alpha-Blockers PDE5 inhibitors, including ADCIRCA, and alphaadrenergic blocking agents are both vasodilators with blood-pressure-lowering effects."	0
The following information was obtained from the literature.	0
"While the principal mechanism of antihypertensive effect is thought to be through the renin-angiotensin-aldosterone system, quinapril exerts antihypertensive actions even in patients with low renin hypertension."	0
"Thus, in patients with cystinuria, sufficient amount of THIOLA<U+00AE> or its active metabolites could appear in urine to react with cystine, lowering cystine excretion."	0
"Proton pump inhibitors: Esomeprazolea, lansoprazole, omeprazole, pantoprazole, rabeprazole LEXIVA: <U+2194>Amprenavir <U+2191>Esomeprazole LEXIVA/ritonavir: <U+2194>Amprenavir <U+2194>Esomeprazole Proton pump inhibitors can be administered at the same time as a dose of LEXIVA with no change in plasma amprenavir concentrations."	0
"It is unknown whether the suicidality risk extends to longer-term use, i.e., beyond several months."	0
"When pregnancy is detected, discontinue Benicar as soon as possible ( 5.1 )."	0
